Period Name,Ward Description,Product Description,Quantity
 31-Mar-2014,Colyer Surgical Ward,Flucloxacillin 1g Vial,9.00
 04-Mar-2014,Colyer Surgical Ward,Gentamicin 80mg/2mL Ampoule,15.00
 04-Mar-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion,20.00
 10-Mar-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion,15.00
 24-Mar-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion,5.00
 31-Mar-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion,10.00
 10-Mar-2014,Colyer Surgical Ward,Metronidazole 400mg Tablet,20.00
 03-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 04-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,5.00
 10-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 14-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,20.00
 24-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 31-Mar-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial,5.00
 31-Mar-2014,Colyer Surgical Ward,Roxithromycin 300mg Tablet,5.00
 26-Mar-2014,Galliers Bickley Ward (Maternity),Flucloxacillin 250mg/5mL Suspension,14.00
 05-Mar-2014,Galliers Bickley Ward (Maternity),Vancomycin 1g Vial,28.00
 28-Mar-2014,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet,14.00
 28-Mar-2014,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,27.00
 14-Mar-2014,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule,0.00
 07-Mar-2014,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial,28.00
 28-Mar-2014,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial,28.00
 07-Mar-2014,Galliers Bickley Ward (Maternity),Clotrimazole 1% (10mg/g) Vaginal Cream,14.00
 07-Mar-2014,Galliers Bickley Ward (Maternity),Clotrimazole 1% Cream (10g) Clotrimazole Pessary 500mg (1)  Pack,14.00
 14-Mar-2014,Galliers Bickley Ward (Maternity),Flucloxacillin 1g Vial,0.00
 14-Mar-2014,Galliers Bickley Ward (Maternity),Flucloxacillin 1g Vial,14.00
 06-Mar-2014,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule,1.00
 07-Mar-2014,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule,1.00
 07-Mar-2014,Galliers Bickley Ward (Maternity),Metronidazole 500mg/100mL Infusion,72.00
 14-Mar-2014,Galliers Bickley Ward (Maternity),Metronidazole 200mg Tablet,24.00
 28-Mar-2014,Galliers Bickley Ward (Maternity),Metronidazole 200mg Tablet,24.00
 21-Mar-2014,Galliers Bickley Ward (Maternity),Trimethoprim 300mg Tablet,72.00
 17-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,0.00
 21-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,24.00
 17-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,24.00
 21-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,1.00
 21-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 500mg Vial,1.00
 21-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 500mg Vial,1.00
 31-Mar-2014,Galliers Canning Ward (Med/205SURG),Aciclovir 500mg Vial,1.00
 04-Mar-2014,Galliers Canning Ward (Med/205SURG),Cefepime 2g Vial,1.00
 26-Mar-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet,2.00
 25-Mar-2014,Galliers Canning Ward (Med/205SURG),Hexamine Hippurate 1g Tablet,2.00
 19-Mar-2014,Galliers Canning Ward (Med/205SURG),Hexamine Hippurate 1g Tablet,2.00
 04-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,2.00
 04-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,1.00
 11-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,2.00
 24-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,1.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,1.00
 14-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,24.00
 18-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,24.00
 19-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,48.00
 21-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,48.00
 17-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,0.00
 26-Mar-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial,0.00
 10-Mar-2014,Galliers Canning Ward (Med/205SURG),Aciclovir 500mg Vial,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial,0.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial,21.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial,14.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial,14.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule,7.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule,35.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet,7.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,21.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,14.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,14.00
 25-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,7.00
 25-Mar-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,14.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial,-1.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial,2.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet,20.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet,5.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial,10.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial,10.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial,25.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial,10.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial,10.00
 03-Mar-2014,Galliers Canning Ward (Med/205SURG),Cefepime 1g Vial,10.00
 03-Mar-2014,Galliers Canning Ward (Med/205SURG),Cefepime 2g Vial,10.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial,50.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial,60.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial,15.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial,30.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule,20.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule,15.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial,5.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial,5.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial,5.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet,10.00
 24-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,30.00
 24-Mar-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream,0.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream,0.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet,0.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet,0.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule,0.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule,0.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial,1.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Metronidazole 500mg/100mL Infusion,1.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Metronidazole 500mg/100mL Infusion,1.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),"Nystatin 100,000unit/mL Suspension 24mL",1.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),"Nystatin 100,000unit/mL Suspension 24mL",10.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Oseltamivir 75mg Capsule,5.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial,24.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial,24.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial,24.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial,24.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Ticarcillin 3g Clavulanic Acid 100mg  Vial,24.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Ticarcillin 3g Clavulanic Acid 100mg  Vial,24.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Ticarcillin 3g Clavulanic Acid 100mg  Vial,24.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Trimethoprim 300mg Tablet,48.00
 27-Mar-2014,Galliers Canning Ward (Med/205SURG),Trimethoprim 300mg Tablet,24.00
 06-Mar-2014,Galliers Canning Ward (Med/205SURG),Vancomycin 500mg Vial,5.00
 13-Mar-2014,Galliers Canning Ward (Med/205SURG),Vancomycin 500mg Vial,20.00
 20-Mar-2014,Galliers Canning Ward (Med/205SURG),Vancomycin 500mg Vial,0.00
 11-Mar-2014,Intensive Care Unit,Aciclovir 3% (30mg/g) Eye Ointment,0.00
 11-Mar-2014,Intensive Care Unit,Aciclovir 3% (30mg/g) Eye Ointment,0.00
 19-Mar-2014,Intensive Care Unit,Hydroxychloroquine 200mg Tablet,10.00
 11-Mar-2014,Intensive Care Unit,Aciclovir 5% (50mg/g) Cream,50.00
 11-Mar-2014,Intensive Care Unit,Aciclovir 5% (50mg/g) Cream,10.00
 11-Mar-2014,Intensive Care Unit,Aciclovir 5% (50mg/g) Cream,10.00
 04-Mar-2014,Intensive Care Unit,Azithromycin 500mg Vial,10.00
 11-Mar-2014,Intensive Care Unit,Azithromycin 500mg Vial,15.00
 25-Mar-2014,Intensive Care Unit,Azithromycin 500mg Vial,10.00
 11-Mar-2014,Intensive Care Unit,Azithromycin 500mg Tablet,20.00
 11-Mar-2014,Intensive Care Unit,Ceftriaxone 1g Vial,0.00
 18-Mar-2014,Intensive Care Unit,Ceftriaxone 1g Vial,50.00
 25-Mar-2014,Intensive Care Unit,Ceftriaxone 1g Vial,50.00
 04-Mar-2014,Intensive Care Unit,Cephazolin 1g Vial,50.00
 25-Mar-2014,Intensive Care Unit,Cephazolin 1g Vial,10.00
 04-Mar-2014,Intensive Care Unit,Ciprofloxacin 200mg/100mL Infusion,5.00
 20-Mar-2014,Intensive Care Unit,Ciprofloxacin 200mg/100mL Infusion,5.00
 04-Mar-2014,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream,10.00
 21-Mar-2014,Intensive Care Unit,Flucloxacillin 1g Vial,10.00
 21-Mar-2014,Intensive Care Unit,Lincomycin 600mg/2mL Vial,10.00
 04-Mar-2014,Intensive Care Unit,Meropenem 1g Vial,50.00
 25-Mar-2014,Intensive Care Unit,Meropenem 1g Vial,10.00
 25-Mar-2014,Intensive Care Unit,Metronidazole 500mg/100mL Infusion,30.00
 21-Mar-2014,Intensive Care Unit,Moxifloxacin 400mg/250mL Infusion,20.00
 25-Mar-2014,Intensive Care Unit,Moxifloxacin 400mg/250mL Infusion,100.00
 04-Mar-2014,Intensive Care Unit,Oseltamivir 75mg Capsule,15.00
 18-Mar-2014,Intensive Care Unit,Oseltamivir 75mg Capsule,10.00
 04-Mar-2014,Intensive Care Unit,Piperacillin 4g Tazobactam 500mg  Vial,5.00
 11-Mar-2014,Intensive Care Unit,Piperacillin 4g Tazobactam 500mg  Vial,5.00
 18-Mar-2014,Intensive Care Unit,Piperacillin 4g Tazobactam 500mg  Vial,3.00
 03-Mar-2014,Intensive Care Unit,Silver Sulfadiazine 1% (10mg/g) Cream,20.00
 11-Mar-2014,Intensive Care Unit,Vancomycin 1g Vial,5.00
 11-Mar-2014,Intensive Care Unit,Vancomycin 1g Vial,15.00
 07-Mar-2014,Maude Bellas Maternity Ward,Lincomycin 600mg/2mL Vial,20.00
 19-Mar-2014,Maude Bellas Maternity Ward,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 19-Mar-2014,Maude Bellas Maternity Ward,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 19-Mar-2014,Maude Bellas Maternity Ward,Piperacillin 4g Tazobactam 500mg  Vial,63.00
 13-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 1g Vial,42.00
 20-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 1g Vial,42.00
 06-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 500mg Vial,21.00
 20-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 500mg Capsule,42.00
 06-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet,63.00
 20-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet,63.00
 27-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet,21.00
 06-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,2.00
 20-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,3.00
 27-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,30.00
 27-Mar-2014,Maude Bellas Maternity Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,30.00
 20-Mar-2014,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial,30.00
 13-Mar-2014,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial,14.00
 20-Mar-2014,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial,1.00
 20-Mar-2014,Maude Bellas Maternity Ward,Ceftriaxone 1g Vial,1.00
 06-Mar-2014,Maude Bellas Maternity Ward,Cephazolin 1g Vial,3.00
 13-Mar-2014,Maude Bellas Maternity Ward,Cephazolin 1g Vial,1.00
 20-Mar-2014,Maude Bellas Maternity Ward,Cephazolin 1g Vial,2.00
 25-Mar-2014,Maude Bellas Maternity Ward,Cephazolin 1g Vial,1.00
 06-Mar-2014,Maude Bellas Maternity Ward,Clotrimazole 1% (10mg/g) Vaginal Cream,2.00
 06-Mar-2014,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule,1.00
 06-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 500mg/100mL Infusion,1.00
 13-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 500mg/100mL Infusion,50.00
 20-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 500mg/100mL Infusion,10.00
 25-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 500mg/100mL Infusion,10.00
 26-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 500mg/100mL Infusion,10.00
 20-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 200mg Tablet,30.00
 27-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 200mg Tablet,10.00
 27-Mar-2014,Maude Bellas Maternity Ward,Metronidazole 200mg Tablet,10.00
 06-Mar-2014,Maude Bellas Maternity Ward,Trimethoprim 300mg Tablet,1.00
 13-Mar-2014,Maude Bellas Maternity Ward,Trimethoprim 300mg Tablet,75.00
 28-Apr-2014,Acute Medical Unit,Meropenem 1g Vial,3.00
 20-Apr-2014,Acute Medical Unit,Nitrofurantoin 100mg Capsule,5.00
 25-Apr-2014,Acute Medical Unit,Moxifloxacin 400mg/250mL Infusion,3.00
 29-Apr-2014,Acute Medical Unit,Moxifloxacin 400mg/250mL Infusion,3.00
 23-Apr-2014,Acute Medical Unit,Moxifloxacin 400mg/250mL Infusion,2.00
 04-Apr-2014,Acute Medical Unit,Terbinafine 250mg Tablet,5.00
 30-Apr-2014,Acute Medical Unit,Moxifloxacin 400mg Tablet,5.00
 16-Apr-2014,Acute Medical Unit,Abacavir 600mg Lamivudine 300mg  Tablet,20.00
 17-Apr-2014,Acute Medical Unit,Amoxycillin 1g Vial,15.00
 24-Apr-2014,Acute Medical Unit,Amoxycillin 1g Vial,35.00
 17-Apr-2014,Acute Medical Unit,Amoxycillin 500mg Vial,5.00
 04-Apr-2014,Acute Medical Unit,Amoxycillin 500mg Capsule,20.00
 10-Apr-2014,Acute Medical Unit,Amoxycillin 500mg Capsule,20.00
 04-Apr-2014,Acute Medical Unit,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,10.00
 17-Apr-2014,Acute Medical Unit,Azithromycin 500mg Vial,5.00
 24-Apr-2014,Acute Medical Unit,Azithromycin 500mg Vial,5.00
 10-Apr-2014,Acute Medical Unit,Azithromycin 500mg Tablet,3.00
 04-Apr-2014,Acute Medical Unit,Benzylpenicillin 1.2g Vial,20.00
 10-Apr-2014,Acute Medical Unit,Benzylpenicillin 1.2g Vial,10.00
 17-Apr-2014,Acute Medical Unit,Benzylpenicillin 1.2g Vial,5.00
 24-Apr-2014,Acute Medical Unit,Benzylpenicillin 600mg Vial,5.00
 04-Apr-2014,Acute Medical Unit,Ceftriaxone 1g Vial,5.00
 17-Apr-2014,Acute Medical Unit,Ceftriaxone 1g Vial,15.00
 24-Apr-2014,Acute Medical Unit,Ceftriaxone 1g Vial,10.00
 10-Apr-2014,Acute Medical Unit,Cephazolin 1g Vial,10.00
 10-Apr-2014,Acute Medical Unit,Ciprofloxacin 500mg Tablet,14.00
 04-Apr-2014,Acute Medical Unit,Clindamycin 150mg Capsule,72.00
 04-Apr-2014,Acute Medical Unit,Clindamycin 150mg Capsule,120.00
 17-Apr-2014,Acute Medical Unit,Clotrimazole 1% (10mg/g) Cream,1.00
 04-Apr-2014,Acute Medical Unit,Doxycycline 100mg Tablet,7.00
 10-Apr-2014,Acute Medical Unit,Doxycycline 100mg Tablet,21.00
 17-Apr-2014,Acute Medical Unit,Doxycycline 100mg Tablet,7.00
 10-Apr-2014,Acute Medical Unit,Flucloxacillin 1g Vial,40.00
 10-Apr-2014,Acute Medical Unit,Flucloxacillin 1g Vial,0.00
 24-Apr-2014,Acute Medical Unit,Gentamicin 80mg/2mL Ampoule,5.00
 28-Apr-2014,Acute Medical Unit,Meropenem 1g Vial,5.00
 10-Apr-2014,Acute Medical Unit,"Nystatin 100,000unit/mL Suspension 24mL",1.00
 04-Apr-2014,Acute Medical Unit,Piperacillin 4g Tazobactam 500mg  Vial,15.00
 10-Apr-2014,Acute Medical Unit,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 14-Apr-2014,Acute Medical Unit,Piperacillin 4g Tazobactam 500mg  Vial,20.00
 17-Apr-2014,Acute Medical Unit,Piperacillin 4g Tazobactam 500mg  Vial,10.00
 24-Apr-2014,Acute Medical Unit,Piperacillin 4g Tazobactam 500mg  Vial,5.00
 16-Apr-2014,Acute Medical Unit,Ritonavir 100mg Tablet,30.00
 10-Apr-2014,Acute Medical Unit,Roxithromycin 300mg Tablet,5.00
 24-Apr-2014,Acute Medical Unit,Roxithromycin 300mg Tablet,5.00
 15-Apr-2014,Benson Medical Ward,Sulfamethoxazole 800mg Trimethoprim 160mg  Tablet,10.00
 10-Apr-2014,Benson Medical Ward,Sulfamethoxazole 800mg Trimethoprim 160mg  Tablet,10.00
 22-Apr-2014,Benson Medical Ward,Famciclovir 250mg Tablet,15.00
 15-Apr-2014,Benson Medical Ward,Meropenem 500mg Vial,3.00
 04-Apr-2014,Benson Medical Ward,Cefotaxime 1g Vial,20.00
 03-Apr-2014,Benson Medical Ward,Cefotaxime 1g Vial,10.00
 28-Apr-2014,Benson Medical Ward,Bifonazole 1% (1mg/g) Cream,1.00
 18-Apr-2014,Benson Medical Ward,Terbinafine 1% (10mg/g) Cream,1.00
 15-Apr-2014,Benson Medical Ward,Amoxycillin 400mg Clavulanate 57mg per 5mL  Suspension,60.00
 07-Apr-2014,Benson Medical Ward,Flucloxacillin 250mg/5mL Suspension,100.00
 01-Apr-2014,Benson Medical Ward,Metronidazole 200mg/5mL Suspension,100.00
 01-Apr-2014,Benson Medical Ward,Cephalexin 250mg/5mL Suspension,100.00
 29-Apr-2014,Benson Medical Ward,Moxifloxacin 400mg/250mL Infusion,3.00
 02-Apr-2014,Benson Medical Ward,Amoxycillin 1g Vial,25.00
 08-Apr-2014,Benson Medical Ward,Amoxycillin 1g Vial,30.00
 23-Apr-2014,Benson Medical Ward,Amoxycillin 1g Vial,10.00
 30-Apr-2014,Benson Medical Ward,Amoxycillin 1g Vial,25.00
 02-Apr-2014,Benson Medical Ward,Amoxycillin 500mg Capsule,40.00
 16-Apr-2014,Benson Medical Ward,Amoxycillin 500mg Capsule,40.00
 23-Apr-2014,Benson Medical Ward,Amoxycillin 500mg Capsule,40.00
 02-Apr-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,10.00
 08-Apr-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,10.00
 16-Apr-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,30.00
 23-Apr-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,20.00
 30-Apr-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet,60.00
 08-Apr-2014,Benson Medical Ward,Azithromycin 500mg Vial,5.00
 16-Apr-2014,Benson Medical Ward,Azithromycin 500mg Vial,10.00
 23-Apr-2014,Benson Medical Ward,Azithromycin 500mg Vial,5.00
 30-Apr-2014,Benson Medical Ward,Azithromycin 500mg Tablet,6.00
 02-Apr-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial,25.00
 08-Apr-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial,40.00
 16-Apr-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial,10.00
 23-Apr-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial,5.00
 30-Apr-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial,5.00
 08-Apr-2014,Benson Medical Ward,Benzylpenicillin 600mg Vial,10.00
 16-Apr-2014,Benson Medical Ward,Benzylpenicillin 600mg Vial,10.00
 02-Apr-2014,Benson Medical Ward,Ceftriaxone 1g Vial,10.00
 08-Apr-2014,Benson Medical Ward,Ceftriaxone 1g Vial,20.00
 16-Apr-2014,Benson Medical Ward,Ceftriaxone 1g Vial,10.00
 23-Apr-2014,Benson Medical Ward,Ceftriaxone 1g Vial,10.00
 30-Apr-2014,Benson Medical Ward,Ceftriaxone 1g Vial,10.00
 02-Apr-2014,Benson Medical Ward,Cephalexin 500mg Capsule,40.00
 08-Apr-2014,Benson Medical Ward,Cephalexin 500mg Capsule,40.00
 23-Apr-2014,Benson Medical Ward,Cephalexin 500mg Capsule,40.00
 02-Apr-2014,Benson Medical Ward,Cephalexin 250mg Capsule,20.00
 23-Apr-2014,Benson Medical Ward,Cephalexin 250mg Capsule,20.00
 02-Apr-2014,Benson Medical Ward,Cephazolin 1g Vial,40.00
 16-Apr-2014,Benson Medical Ward,Cephazolin 1g Vial,20.00
 30-Apr-2014,Benson Medical Ward,Cephazolin 1g Vial,40.00
 30-Apr-2014,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment,1.00
 02-Apr-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet,14.00
 04-Apr-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet,42.00
 08-Apr-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet,14.00
 14-Apr-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet,14.00
 16-Apr-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet,42.00
 23-Apr-2014,Benson Medical Ward,Clarithromycin 250mg Tablet,28.00
 02-Apr-2014,Benson Medical Ward,Clindamycin 150mg Capsule,48.00
 23-Apr-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream,2.00
 30-Apr-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream,1.00
 30-Apr-2014,Benson Medical Ward,Dicloxacillin 500mg Capsule,24.00
 02-Apr-2014,Benson Medical Ward,Doxycycline 100mg Tablet,14.00
 08-Apr-2014,Benson Medical Ward,Doxycycline 100mg Tablet,28.00
 23-Apr-2014,Benson Medical Ward,Doxycycline 100mg Tablet,35.00
 02-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,15.00
 08-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,50.00
 16-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,45.00
 02-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,0.00
 08-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,0.00
 21-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,100.00
 23-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,10.00
 30-Apr-2014,Benson Medical Ward,Flucloxacillin 1g Vial,25.00
 23-Apr-2014,Benson Medical Ward,Flucloxacillin 500mg Vial,5.00
 02-Apr-2014,Benson Medical Ward,Flucloxacillin 500mg Capsule,48.00
 08-Apr-2014,Benson Medical Ward,Flucloxacillin 500mg Capsule,24.00
 23-Apr-2014,Benson Medical Ward,Flucloxacillin 500mg Capsule,24.00
 23-Apr-2014,Benson Medical Ward,Hydroxychloroquine 200mg Tablet,100.00
