Period Name,Ward Description,Product Description,Quantity
 23-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),15.00
 30-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 1.2g Vial (1),10.00
 11-Feb-2015,Benson Medical Ward,Benzylpenicillin 600mg Vial (1),20.00
 27-Feb-2015,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),5.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial (1),10.00
 12-Feb-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),5.00
 26-Feb-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),5.00
 04-Mar-2015,Benson Medical Ward,Benzylpenicillin 600mg Vial (1),10.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial (1),10.00
 24-Mar-2015,Intensive Care Unit,Benzylpenicillin 600mg Vial (1),5.00
 19-Mar-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),5.00
 26-Mar-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),10.00
 10-Apr-2015,Acute Medical Unit,Benzylpenicillin 600mg Vial (1),5.00
 22-Apr-2015,Benson Medical Ward,Benzylpenicillin 600mg Vial (1),20.00
 13-Apr-2015,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),5.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial (1),10.00
 01-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),10.00
 09-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),10.00
 16-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),5.00
 23-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),15.00
 30-Apr-2015,Maude Bellas Maternity Ward,Benzylpenicillin 600mg Vial (1),10.00
 07-Jan-2015,Galliers Canning Ward (Med/205SURG),Bifonazole 1% (1mg/g) Cream (15g),1.00
 25-Feb-2015,Acute Medical Unit,Caspofungin 50mg Vial (1),2.00
 24-Feb-2015,Acute Medical Unit,Caspofungin 70mg Vial (1),1.00
 12-Jan-2015,Benson Medical Ward,Cefaclor 375mg Tablet: MR (10),10.00
 12-Jan-2015,Galliers Canning Ward (Med/205SURG),Cefaclor 375mg Tablet: MR (10),10.00
 26-Apr-2015,Acute Medical Unit,Cefaclor 375mg Tablet: MR (10),10.00
 28-Apr-2015,Benson Medical Ward,Cefepime 2g Vial (1),6.00
 30-Apr-2015,Benson Medical Ward,Cefepime 2g Vial (1),4.00
 28-Apr-2015,Benson Medical Ward,Cefepime 2g Vial (1),3.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Cefepime 2g Vial (1),6.00
 02-Jan-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),25.00
 16-Jan-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),10.00
 07-Jan-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 14-Jan-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 21-Jan-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),10.00
 28-Jan-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 19-Jan-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 23-Jan-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 22-Jan-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 06-Feb-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),6.00
 13-Feb-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),5.00
 20-Feb-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),19.00
 27-Feb-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),5.00
 04-Feb-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 11-Feb-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 18-Feb-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),25.00
 25-Feb-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 06-Feb-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 23-Feb-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 27-Feb-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),30.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),40.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 03-Feb-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 10-Feb-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 17-Feb-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),20.00
 12-Feb-2015,Maude Bellas Maternity Ward,Ceftriaxone 1g Vial (1),2.00
 06-Mar-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),15.00
 20-Mar-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),25.00
 04-Mar-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),10.00
 11-Mar-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 18-Mar-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 25-Mar-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),25.00
 09-Mar-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),10.00
 16-Mar-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),20.00
 23-Mar-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),10.00
 30-Mar-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 20-Mar-2015,Galliers Bickley Ward (Maternity),Ceftriaxone 1g Vial (1),10.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),25.00
 18-Mar-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),40.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 03-Mar-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 17-Mar-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 24-Mar-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),15.00
 12-Mar-2015,Maude Bellas Maternity Ward,Ceftriaxone 1g Vial (1),1.00
 19-Mar-2015,Maude Bellas Maternity Ward,Ceftriaxone 1g Vial (1),2.00
 17-Apr-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),10.00
 24-Apr-2015,Acute Medical Unit,Ceftriaxone 1g Vial (1),5.00
 01-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),40.00
 04-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),30.00
 08-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),40.00
 15-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 22-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 29-Apr-2015,Benson Medical Ward,Ceftriaxone 1g Vial (1),10.00
 05-Apr-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),15.00
 13-Apr-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 20-Apr-2015,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),15.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 23-Apr-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),15.00
 14-Apr-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),10.00
 21-Apr-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 28-Apr-2015,Intensive Care Unit,Ceftriaxone 1g Vial (1),5.00
 02-Jan-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),16.00
 04-Feb-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 16-Feb-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 12-Feb-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),15.00
 09-Feb-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 16-Mar-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 11-Mar-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 09-Mar-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 24-Mar-2015,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 24-Mar-2015,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 17-Apr-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),1.00
 23-Apr-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 07-Apr-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 28-Apr-2015,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 02-Apr-2015,Colyer Surgical Ward,Cefuroxime 250mg Tablet (14),14.00
 04-Apr-2015,Colyer Surgical Ward,Cefuroxime 250mg Tablet (14),14.00
 08-Apr-2015,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 05-Apr-2015,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 13-Apr-2015,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 18-Feb-2015,Benson Medical Ward,Cephalexin 250mg Capsule (20),40.00
 19-Feb-2015,Maude Bellas Maternity Ward,Cephalexin 250mg Capsule (20),40.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 250mg Capsule (20),20.00
 24-Apr-2015,Benson Medical Ward,Cephalexin 250mg/5mL Suspension (100mL),2.00
 09-Jan-2015,Acute Medical Unit,Cephalexin 500mg Capsule (20),20.00
 07-Jan-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),60.00
 14-Jan-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 21-Jan-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 28-Jan-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 09-Jan-2015,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 16-Jan-2015,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),40.00
 03-Feb-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),80.00
 04-Feb-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 23-Feb-2015,Colyer Surgical Ward,Cephalexin 500mg Capsule (20),20.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),20.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),40.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),2.00
 17-Feb-2015,Intensive Care Unit,Cephalexin 500mg Capsule (20),20.00
 24-Feb-2015,Intensive Care Unit,Cephalexin 500mg Capsule (20),20.00
 19-Feb-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),20.00
 05-Feb-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),20.00
 11-Mar-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 25-Mar-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 23-Mar-2015,Colyer Surgical Ward,Cephalexin 500mg Capsule (20),60.00
 27-Mar-2015,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),60.00
 24-Mar-2015,Intensive Care Unit,Cephalexin 500mg Capsule (20),20.00
 12-Mar-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),20.00
 19-Mar-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),20.00
 10-Apr-2015,Acute Medical Unit,Cephalexin 500mg Capsule (20),20.00
 01-Apr-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 08-Apr-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),60.00
 22-Apr-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),77.00
 29-Apr-2015,Benson Medical Ward,Cephalexin 500mg Capsule (20),40.00
 13-Apr-2015,Colyer Surgical Ward,Cephalexin 500mg Capsule (20),20.00
 17-Apr-2015,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 10-Apr-2015,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),40.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),40.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),80.00
 09-Apr-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),60.00
 23-Apr-2015,Maude Bellas Maternity Ward,Cephalexin 500mg Capsule (20),40.00
 02-Jan-2015,Acute Medical Unit,Cephazolin 1g Vial (10),20.00
 07-Jan-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 14-Jan-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 28-Jan-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 05-Jan-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 19-Jan-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),40.00
 23-Jan-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 02-Jan-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),10.00
 23-Jan-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),20.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),60.00
 27-Jan-2015,Intensive Care Unit,Cephazolin 1g Vial (10),20.00
 04-Feb-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 02-Feb-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 09-Feb-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),50.00
 16-Feb-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 23-Feb-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 27-Feb-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 20-Feb-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),10.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),40.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),20.00
 05-Feb-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),10.00
 12-Feb-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),20.00
 19-Feb-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),20.00
 20-Mar-2015,Acute Medical Unit,Cephazolin 1g Vial (10),20.00
 27-Mar-2015,Acute Medical Unit,Cephazolin 1g Vial (10),20.00
 11-Mar-2015,Benson Medical Ward,Cephazolin 1g Vial (10),50.00
 18-Mar-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 25-Mar-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 09-Mar-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 23-Mar-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 30-Mar-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),30.00
 13-Mar-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),10.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),40.00
 17-Mar-2015,Intensive Care Unit,Cephazolin 1g Vial (10),10.00
 24-Mar-2015,Intensive Care Unit,Cephazolin 1g Vial (10),10.00
 09-Mar-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),20.00
 19-Mar-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),10.00
 26-Mar-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),10.00
 10-Apr-2015,Acute Medical Unit,Cephazolin 1g Vial (10),20.00
 01-Apr-2015,Benson Medical Ward,Cephazolin 1g Vial (10),40.00
 08-Apr-2015,Benson Medical Ward,Cephazolin 1g Vial (10),80.00
 22-Apr-2015,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 29-Apr-2015,Benson Medical Ward,Cephazolin 1g Vial (10),10.00
 05-Apr-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 20-Apr-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),60.00
 25-Apr-2015,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 04-Apr-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),20.00
 24-Apr-2015,Galliers Bickley Ward (Maternity),Cephazolin 1g Vial (10),10.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),40.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),80.00
 21-Apr-2015,Intensive Care Unit,Cephazolin 1g Vial (10),10.00
 01-Apr-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),20.00
 23-Apr-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),10.00
 30-Apr-2015,Maude Bellas Maternity Ward,Cephazolin 1g Vial (10),10.00
 02-Jan-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 07-Jan-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 28-Jan-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 04-Feb-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 03-Mar-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 13-Mar-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 27-Mar-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 04-Mar-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 04-Mar-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 10-Mar-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 11-Mar-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 25-Mar-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 17-Mar-2015,Intensive Care Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 10-Apr-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 24-Apr-2015,Acute Medical Unit,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 08-Apr-2015,Benson Medical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 05-Apr-2015,Colyer Surgical Ward,Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 02-Jan-2015,Acute Medical Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 19-Jan-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),2.00
 28-Jan-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 01-Jan-2015,Intensive Care Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 15-Jan-2015,Intensive Care Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 06-Feb-2015,Acute Medical Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 25-Feb-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 27-Mar-2015,Acute Medical Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 04-Mar-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 04-Mar-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),2.00
 10-Mar-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Chloramphenicol 1% (10mg/g) Eye Ointment (4g),2.00
 30-Mar-2015,Intensive Care Unit,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 08-Apr-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 15-Apr-2015,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 16-Jan-2015,Acute Medical Unit,Ciprofloxacin 200mg/100mL Infusion (10),10.00
 27-Feb-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 200mg/100mL Infusion (10),20.00
 02-Feb-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 200mg/100mL Infusion (10),10.00
 09-Feb-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 200mg/100mL Infusion (10),10.00
 24-Mar-2015,Intensive Care Unit,Ciprofloxacin 200mg/100mL Infusion (10),10.00
 23-Jan-2015,Acute Medical Unit,Ciprofloxacin 500mg Tablet (14),14.00
 07-Jan-2015,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 21-Jan-2015,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 19-Jan-2015,Colyer Surgical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),28.00
 22-Jan-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),28.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),14.00
 27-Feb-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),14.00
 11-Mar-2015,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 30-Mar-2015,Colyer Surgical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),28.00
 08-Apr-2015,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 29-Apr-2015,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),42.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),42.00
 30-Jan-2015,Acute Medical Unit,Clarithromycin 250mg Tablet (14),14.00
 07-Jan-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),14.00
 04-Feb-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),28.00
 11-Mar-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),14.00
 11-Mar-2015,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet (14),7.00
 01-Apr-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),14.00
 15-Apr-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),14.00
 29-Apr-2015,Benson Medical Ward,Clarithromycin 250mg Tablet (14),14.00
 12-Jan-2015,Colyer Surgical Ward,Clindamycin 150mg Capsule (24),24.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 06-Feb-2015,Acute Medical Unit,Clindamycin 150mg Capsule (24),24.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),52.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 13-Feb-2015,Intensive Care Unit,Clindamycin 150mg Capsule (24),24.00
 12-Mar-2015,Acute Medical Unit,Clindamycin 150mg Capsule (24),24.00
 31-Mar-2015,Acute Medical Unit,Clindamycin 150mg Capsule (24),45.00
 18-Mar-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),48.00
 25-Mar-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),72.00
 27-Mar-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),96.00
 09-Mar-2015,Colyer Surgical Ward,Clindamycin 150mg Capsule (24),27.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 17-Mar-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),72.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 01-Apr-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),48.00
 08-Apr-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),120.00
 15-Apr-2015,Benson Medical Ward,Clindamycin 150mg Capsule (24),96.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
